_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3214691,324284435,23172395,6,2023-10-29T14:45:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(a) Criminal Trespass,2715,,,-79.88299772238544,40.44622031994139
3214692,324443895,23173202,99,2023-10-31T15:40:00,"Brownsville Rd & Biscayne Dr Pittsburgh, PA 15210",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2904,4,3,-79.98380180625861,40.38733238858871
3214693,324627003,23174544,0,2023-11-02T22:21:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.99204184514898,40.46535964895462
3214694,325105996,23176494,27,2023-11-06T15:55:00,"West End Brg & Western Ave Pittsburgh, PA 15223",N,Crawford-Roberts,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,6,1,-80.0251278574358,40.44973927471264
3214695,325108979,23178238,6,2023-11-09T16:50:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207710815553,40.44123639882767
3214696,325114006,23178329,15,2023-11-09T19:05:00,"Liberty Ave & 7th St Pittsburgh, PA 15222",Y,Central Business District,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License.,201,6,6,-79.99989388893043,40.44244524079479
3214697,325118608,23178354,10,2023-11-09T20:19:00,"3000 Block Terrace St Pittsburgh, PA 15213",N,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2903 False Imprisonment.,510,,,,
3214698,325127733,23178405,27,2023-11-09T22:51:00,"Federal St N & W North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2204,1,1,-80.00663566906515,40.455456987738444
3214699,324233805,23171463,0,2023-10-28T12:33:00,"9th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,8106 Shots Fired,201,6,6,-79.99834797103081,40.44375079055259
3214700,324247353,23171715,10,2023-10-28T21:14:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 13(a)(32) Paraphernalia - Use or Possession,2107,,,,
3214701,324520995,23173733,99,2023-11-01T14:03:00,"Anderson St & Lacock St Pittsburgh, PA 15212",Y,North Shore,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2205,1,6,-80.00098354797736,40.44968208535703
3214702,324551777,23173954,10,2023-11-01T20:39:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2304,1,1,-79.99867967214155,40.45221882271537
3214703,324633834,23174673,99,2023-11-03T05:10:00,"Banksville Rd & Potomac Ave Pittsburgh, PA 15216",N,Banksville,6,MENTAL 201/302,9498 302 (Mental),2023,2,5,-80.04087196571436,40.40332758572355
3214704,324688549,23175157,6,2023-11-03T22:00:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1115,,,,
3214705,-3533175306,23175205,99,2023-11-04T02:32:00,"200 Block Becks Run Rd Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2902,,,,
3214706,324950452,23177377,18,2023-11-08T04:04:00,"300 Block Mc Kinley St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,3001,3,5,-79.99396956905645,40.409102453272396
3214707,325212859,23178561,0,2023-11-09T14:30:00,"Wightman St & Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Harassment ,1413,5,3,-79.92756429187293,40.432615442261145
3214708,325213253,23179236,11,2023-11-11T13:00:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201,6,6,-80.00207710815553,40.44123639882767
3214709,325253754,23174306,10,2023-11-02T14:18:00,"Fort Duquesne Blvd & 6th St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint.,201,6,6,-80.0027644838971,40.44407025684121
3214710,325261074,23179808,6,2023-11-12T16:00:00,"1700 Block W North Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2108,,,,
3214711,325261329,23179773,99,2023-11-12T14:41:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,ACCIDENTAL FIRE,9018 Accidental Fire,1918,4,5,-80.02169562687736,40.39459113465609
3214712,325273318,23179964,3,2023-11-12T22:03:00,"1000 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,ROBBERY,3701 Robbery.,1201,9,2,-79.88700326161087,40.486950652185165
3214713,324351042,23172567,99,2023-10-30T15:26:00,"3700 Block Childs St Pittsburgh, PA 15213",N,South Oakland,4,MENTAL 201/302,9498 302 (Mental),409,3,3,-79.95260350268985,40.43016249313741
3214714,324359645,23172709,99,2023-10-30T17:35:00,"1600 Block Hybla St Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2703,,,,
3214715,324364531,23172782,10,2023-10-30T19:45:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(31) Marijuana: Possession Small Amount,2205,1,1,-80.00963634854578,40.454910356150975
3214716,324460663,23173456,99,2023-11-01T00:29:00,"500 Block Cabot Way Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1702,3,3,-79.99484692129806,40.42911914972915
3214717,324523592,23173719,27,2023-11-01T13:30:00,"Atwood St & 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.95847164683754,40.44177660992007
3214718,324240877,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,1,1,-80.0298823835126,40.468019530879225
3214719,324241622,23171634,0,2023-10-28T18:30:00,"700 Block THORN St Sewickly, PA 15143",Y,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.17976649245077,40.53745195070025
3214720,324245247,23171732,15,2023-10-28T22:03:00,"10 Block Auburn St Pittsburgh, PA 15206",Y,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 4302 Periods for Requiring Lighted Lamps. / 3334 Turning Movements and Required Signals.,1208,9,2,-79.91635865105529,40.46324714283835
3214721,324251276,23171948,0,2023-10-29T05:15:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9994 PFA Service,1803,3,5,-79.99370505437578,40.42180225515111
3214722,324759178,23174061,14,2023-11-02T01:54:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.99720708934294,40.42155997819978
3214723,324759404,23176179,0,2023-11-06T00:15:00,"400 Block Kingsboro St Pittsburgh, PA 15211",Y,Mount Washington,3,99,9093 Indirect Criminal Contempt,1807,3,5,-80.00054180383827,40.421619727062634
3214724,324837647,23176652,8,2023-11-06T19:03:00,"6500 Block Navarro St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1203,,,,
3214725,324921800,23177062,5,2023-11-06T17:01:00,"1600 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,2406,1,1,-79.98433312238889,40.46330973653619
3214726,325062391,23178016,0,2023-11-08T11:15:00,"6500 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): Possible Harassment,1403,,,,
3214727,325190978,23178781,0,2023-11-10T18:50:00,"2900 Block Marshall Rd Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2607,1,1,-80.01444512120334,40.474804819599
3214728,325192352,23178797,27,2023-11-10T17:30:00,"4400 Block Browns Hill Rd Pittsburgh, PA 15207",N,Crawford-Roberts,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,305,,,,
3214729,325194316,23178874,10,2023-11-10T20:48:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.97383970648434,40.45098330417301
3214730,325195317,23178881,18,2023-11-10T21:09:00,"Middle St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,1,1,-79.99916240964956,40.45376016816286
3214731,324551956,23173990,17,2023-11-01T22:08:00,Zone 1,N,,1,INDECENT ASSAULT WITHOUT CONSENT,3126(a)(1) Indecent assault without consent,,,,,
3214732,324556878,23173524,27,2023-11-01T04:05:00,"400 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,507,6,3,-79.95310152888588,40.4542251530937
3214733,324623628,23174429,17,2023-11-02T17:56:00,"Bennett St & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood South,5,OPEN LEWDNESS,5901 Open Lewdness. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3743 Accidents Involving Damage to Attended Veh. or Property,1303,9,2,-79.89666327470734,40.45647191349073
3214734,324678073,23174598,27,2023-11-02T18:05:00,"2800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,2,5,-80.04568778018974,40.45840333057247
3214735,324687975,23174987,18,2023-11-03T16:55:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers. / 3334 Turning Movements and Required Signals.,1302,9,2,-79.89630114868066,40.457404658847054
3214736,324747376,23176014,10,2023-11-04T17:46:00,"1300 Block James St Pittsburgh, PA 15212",Y,East Allegheny,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats.,201,1,1,-80.00174471701308,40.4575062052194
3214737,325274797,23180010,0,2023-11-13T00:41:00,"1400 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3703 Driving Upon Sidewalk.,1702,3,3,-79.98403575461585,40.42765321178343
3214738,-3518603369,23171519,6,2023-10-27T08:30:00,"3100 Block Terrace St Pittsburgh, PA 15213",N,West Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,402,6,3,-79.96758449244031,40.440027670515065
3214739,324238160,23171541,27,2023-10-28T15:20:00,"700 Block Copeland St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,2,-79.9355163090888,40.45203062271419
3214740,324531162,23173768,10,2023-11-01T15:21:00,"30 Block Welsh Way Pittsburgh, PA 15203",Y,South Side Slopes,3,SIMPLE ASSAULT,2701 Simple Assault. / 9501 Bench Warrant,1706,3,3,-79.9873662656954,40.424798645172025
3214741,324554691,23174033,6,2023-11-02T00:15:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97038111303263,40.42655072086149
3214742,-3669000642,23174097,6,2023-11-02T04:30:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,809,7,2,-79.94985762819562,40.462078082218255
3214743,-3615033142,23174713,24,2023-11-02T21:08:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety.,103,6,6,-79.99459104985328,40.435334670473395
3214744,324686212,23175070,10,2023-11-03T18:30:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2620,1,1,-79.99361351005419,40.46659027664096
3214745,324689719,23175163,6,2023-11-03T21:45:00,"4400 Block Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,404,8,3,-79.94910207307791,40.443706452999535
3214746,324362523,23172776,9,2023-10-29T21:10:00,"5100 Block Kincaid St Pittsburgh, PA 15224",N,Garfield,5,FORGERY,4101 Forgery. / 3922 Theft by Deception.,1017,9,2,-79.94231910238983,40.46720353225624
3214747,324549731,23173946,23,2023-11-01T20:26:00,"Pride St & Colwell St Pittsburgh, PA 15219",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,201,6,6,-79.98500672905865,40.439268828850544
3214748,324550145,23173967,14,2023-11-01T16:30:00,"4300 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,403,8,3,-79.95476703771492,40.44690359663091
3214749,324604041,23174306,10,2023-11-02T14:18:00,"Fort Duquesne Blvd & 6th St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint.,201,6,6,-80.0027644838971,40.44407025684121
3214750,324928032,23177084,5,2023-11-07T15:30:00,"3100 Block Terrace St Pittsburgh, PA 15213",N,West Oakland,4,BURGLARY,3502 Burglary.,402,6,3,-79.96758449244031,40.440027670515065
3214751,324932319,23177102,5,2023-11-07T16:32:00,"1200 Block Welser Way Pittsburgh, PA 15212",Y,Spring Garden,1,BURGLARY,"3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 903 Criminal Conspiracy.",2412,,,,
3214752,324933977,23177147,0,2023-11-07T17:32:00,"2nd Ave & Hot Metal St Brg Pittsburgh, PA 15213",N,South Oakland,4,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving / 3744 Duty to Give Information and Render Aid,409,3,3,-79.95777310806159,40.429986209232894
3214753,325286863,23180084,27,2023-11-13T07:18:00,"Centre Ave & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3112 Traffic-Control Signals. / 3744 Duty to Give Information and Render Aid,507,8,3,-79.9520210829231,40.451891846894014
3214754,325289951,23180109,10,2023-11-13T08:50:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.97427399849045,40.44961434187343
3214755,325298644,23180150,6,2023-11-12T21:15:00,"100 Block 7th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.00099679748803,40.44414474792425
3214756,325299277,23180190,0,2023-11-13T11:30:00,"300 Block Maple Ter Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1914,2,5,-80.00958408249637,40.4306320353369
3214757,325303983,23180115,10,2023-11-13T09:00:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT,2709(a) Harassment.,103,6,3,-79.98545870068509,40.43604397407142
3214758,-3707011141,23180201,0,2023-11-13T12:06:00,"1000 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,99,9998 Overdose Other,1806,2,5,-80.02003299749393,40.424971443204456
3214759,324628727,23174115,0,2023-11-02T06:33:00,"2100 Block Brent St Pittsburgh, PA 15210",N,Arlington,3,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),1603,3,3,-79.97776231372087,40.41559606869557
3214760,324688669,23175083,10,2023-11-03T19:30:00,"4000 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,903,7,2,-79.95725055025468,40.46282248753833
3214761,324939911,23177276,3,2023-11-07T21:24:00,"5400 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,ROBBERY,3701 Robbery. / 2701 Simple Assault.,703,8,2,-79.93546843810113,40.450646430444735
3214762,324943365,23177296,10,2023-11-07T22:25:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2107,,,,
3214763,325035358,23177910,4,2023-11-09T01:31:00,"600 Block Seagirt St Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 8106 Shots Fired,1306,9,2,-79.87905959030535,40.452057171235296
3214764,325117233,23178192,6,2023-11-09T14:27:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.93645164728059,40.45657066874426
3214765,325117622,23178209,6,2023-11-09T14:27:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.93645164728059,40.45657066874426
3214766,324603886,23174332,99,2023-11-02T14:56:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,6,6,-80.00207710815553,40.44123639882767
3214767,-3518603477,23174502,27,2023-11-02T20:00:00,"Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,,,NaN,NaN
3214768,324688663,23175164,14,2023-11-03T22:12:00,"600 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,,,,
3214769,324690917,23175190,23,2023-11-03T23:57:00,"500 Block Zulema St Pittsburgh, PA 15213",Y,Central Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,406,3,3,-79.95608366976569,40.43594324275855
3214770,324697904,23174812,6,2023-11-03T11:00:00,"3100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,203,7,6,-79.97104130705479,40.459723053217836
3214771,324962931,23177413,14,2023-11-08T00:25:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3214772,324963609,23177441,6,2023-11-08T07:45:00,"700 Block N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1207,,,,
3214773,324964480,23177442,14,2023-11-08T07:15:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3214774,325197458,23178907,0,2023-11-10T21:53:00,"300 Block Langley St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01288271893607,40.462744496182
3214775,325203808,23179085,0,2023-11-11T06:45:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-79.99867967214155,40.45221882271537
3214776,325203988,23179105,6,2023-11-11T08:00:00,"400 Block Catoma St Pittsburgh, PA 15212",N,Fineview,1,THEFT FROM AUTO,3934 Theft from Vehicle,2509,1,1,-80.00414444134233,40.46059822075065
3214777,324501168,23173633,99,2023-11-01T12:30:00,"1700 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,3,-79.98251152173124,40.437399477178204
3214778,324511278,23173634,99,2023-11-01T11:09:00,"4900 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,7,2,-79.95748392232689,40.47751001163614
3214779,324549933,23173978,6,2023-10-31T01:00:00,"2000 Block Frankella Ave Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1306,9,2,-79.87041081134286,40.45171521013142
3214780,324691002,23175191,10,2023-11-03T23:23:00,"400 Block Felmeth St Pittsburgh, PA 15210",Y,Arlington,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 4905 False Alarms to Agencies of Public Safety.,1603,3,3,-79.96386234969424,40.411559539177084
3214781,324837519,23176586,5,2023-11-06T16:00:00,"1300 Block Jeffers St Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2022,2,5,-80.0650878320952,40.45386702561005
3214782,325031355,23177861,18,2023-11-08T21:24:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99989132962422,40.438220057480564
3214783,324363770,23171586,18,2023-10-28T19:00:00,"600 Block 1st Ave Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,3001,6,6,-79.99688178462712,40.43480407292362
3214784,324454072,23173375,29,2023-10-31T21:20:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,OSC,RUNAWAYS - JUVENILE,029 Missing Juvenile,1115,9,2,-79.9187492236702,40.46105319255318
3214785,324454968,23173360,4,2023-10-31T20:31:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault.,2108,1,1,-79.99947639629323,40.475751957409834
3214786,324463576,23173531,27,2023-11-01T05:15:00,"Butler St & 62nd St Brg Pittsburgh, PA 15201",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.93776692074388,40.48822208948785
3214787,324552716,23174002,29,2023-11-01T23:00:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01341221881468,40.45730166440583
3214788,324674921,23174848,99,2023-11-03T15:45:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3214789,324690109,23175179,0,2023-11-03T23:26:00,"300 Block S Highland Ave Pittsburgh, PA 15232",Y,Shadyside,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,705,,,,
3214790,324707119,23175388,1,2023-11-04T11:23:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1306,9,2,-79.87406755546291,40.45320444634244
3214791,324143860,23170627,0,2023-10-27T02:14:00,"Mohler St & Nolan Ct Pittsburgh, PA 15221",N,Homewood North,5,99,9999 9999 - (Misc. Incident): Male With Gun,1301,9,2,-79.88689285131315,40.45941474440758
3214792,324183316,23170791,14,2023-10-27T10:30:00,"1100 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1918,4,5,-80.01733538302152,40.3894515594914
3214793,324256708,23171976,27,2023-10-29T07:49:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1304,9,2,-79.887261045738,40.44927110961714
3214794,324261299,23172025,6,2023-10-29T10:30:00,"300 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,603,7,2,-79.96094174849381,40.465089849723995
3214795,324973064,23177447,14,2023-11-08T07:00:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1609,3,3,-79.96910613356309,40.426323038597566
3214796,324990704,23177564,99,2023-11-08T11:30:00,"200 Block Aidyl Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1919,4,5,-80.02817668976955,40.39625526582658
3214797,325006425,23177604,27,2023-11-08T14:09:00,"Hazelwood Ave & Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1517,5,3,-79.92921885244672,40.41976048642366
3214798,324749250,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902,7,2,-79.9464499524183,40.46547442732796
3214799,324818993,23175307,3,2023-11-04T07:15:00,"200 Block Dengler St Pittsburgh, PA 15210",Y,Arlington,3,ROBBERY,"3701 Robbery. / 2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1603,3,3,-79.96766444316566,40.41553944521761
3214800,325299127,23180188,0,2023-11-13T11:30:00,"700 Block Maginn Ave Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,,,,
3214801,325302372,23180187,6,2023-11-13T11:40:00,"600 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.99961703726682,40.45538673405566
